Iteration,Best_Obj,Best_Cov_Pen,Best_Dist,Best_Man_Pen,Current_Obj,Current_Cov_Pen,Current_Dist,Current_Man_Pen
0,3704.5,523.5000000000002,2864.0,317.0,3704.5,523.5000000000002,2864.0,317.0
1,3692.4006846178677,518.9999999999995,2858.8062484748657,314.59443614300255,3692.4006846178677,518.9999999999995,2858.8062484748657,314.59443614300255
2,3668.4006846178677,518.9999999999995,2838.8062484748657,310.59443614300255,3668.4006846178677,518.9999999999995,2838.8062484748657,310.59443614300255
3,3654.3148981802415,508.49999999999994,2837.634675599612,308.18022258062945,3654.3148981802415,508.49999999999994,2837.634675599612,308.18022258062945
4,3644.1477810548977,503.9999999999993,2834.2837862402853,305.8639948146126,3644.1477810548977,503.9999999999993,2834.2837862402853,305.8639948146126
5,3632.0484656727663,499.5000000000001,2829.090034715151,303.4584309576151,3632.0484656727663,499.5000000000001,2829.090034715151,303.4584309576151
6,3622.0775066115307,499.5000000000001,2821.5291236297367,301.04838298179385,3622.0775066115307,499.5000000000001,2821.5291236297367,301.04838298179385
7,3612.512535454075,499.5000000000001,2815.6712592534677,297.3412762006073,3612.512535454075,499.5000000000001,2815.6712592534677,297.3412762006073
8,3603.0025004741797,499.5000000000001,2808.5392215175807,294.963278956599,3603.0025004741797,499.5000000000001,2808.5392215175807,294.963278956599
9,3593.558849660284,499.5000000000001,2801.509784266058,292.5490653942259,3593.558849660284,499.5000000000001,2801.509784266058,292.5490653942259
10,3584.4111277325,499.5000000000001,2795.1302836178716,289.7808441146285,3584.4111277325,499.5000000000001,2795.1302836178716,289.7808441146285
11,3574.967476918604,499.5000000000001,2788.100846366349,287.3666305522554,3574.967476918604,499.5000000000001,2788.100846366349,287.3666305522554
12,3565.468602991895,494.99999999999943,2786.266371426945,284.2022315649501,3565.468602991895,494.99999999999943,2786.266371426945,284.2022315649501
13,3556.4489179440434,494.99999999999943,2779.8868707787583,281.5620471652856,3556.4489179440434,494.99999999999943,2779.8868707787583,281.5620471652856
14,3546.9388829641484,494.99999999999943,2772.7548330428717,279.18404992127734,3546.9388829641484,494.99999999999943,2772.7548330428717,279.18404992127734
15,3523.8877330069954,470.9999999999993,2773.6882149310068,279.1995180759896,3523.8877330069954,470.9999999999993,2773.6882149310068,279.1995180759896
16,3515.099826679547,470.9999999999993,2767.30871428282,276.7911123967277,3515.099826679547,470.9999999999993,2767.30871428282,276.7911123967277
17,3506.0801416316954,470.9999999999993,2760.929213634633,274.15092799706326,3506.0801416316954,470.9999999999993,2760.929213634633,274.15092799706326
18,3497.060456583845,470.9999999999993,2754.549712986447,271.5107435973988,3497.060456583845,470.9999999999993,2754.549712986447,271.5107435973988
19,3488.0407715359934,470.9999999999993,2748.17021233826,268.8705591977343,3488.0407715359934,470.9999999999993,2748.17021233826,268.8705591977343
20,3479.1935878103022,470.9999999999993,2741.804887937872,266.38869987243106,3479.1935878103022,470.9999999999993,2741.804887937872,266.38869987243106
21,3470.4056814828537,470.9999999999993,2735.425387289685,263.9802941931692,3470.4056814828537,470.9999999999993,2735.425387289685,263.9802941931692
22,3461.6177751554046,470.9999999999993,2729.0458866414983,261.5718885139073,3461.6177751554046,470.9999999999993,2729.0458866414983,261.5718885139073
23,3452.829868827957,470.9999999999993,2722.6663859933124,259.1634828346455,3452.829868827957,470.9999999999993,2722.6663859933124,259.1634828346455
24,3444.5577908893156,470.9999999999993,2716.808521617044,256.7492692722724,3444.5577908893156,470.9999999999993,2716.808521617044,256.7492692722724
25,3436.072523038775,466.50000000000017,2714.97404667764,254.59847636113486,3436.072523038775,466.50000000000017,2714.97404667764,254.59847636113486
26,3427.5832878126066,461.9999999999995,2713.116182301371,252.46710551123638,3427.5832878126066,461.9999999999995,2713.116182301371,252.46710551123638
27,3419.3112098739653,461.9999999999995,2707.2583179251023,250.05289194886328,3419.3112098739653,461.9999999999995,2707.2583179251023,250.05289194886328
28,3411.2667985813573,461.9999999999995,2701.748648839539,247.51814974181886,3411.2667985813573,461.9999999999995,2701.748648839539,247.51814974181886
29,3402.756021187615,450.00000000000017,2705.0531706409483,247.7028505466666,3402.756021187615,450.00000000000017,2705.0531706409483,247.7028505466666
30,3383.0898862168838,430.50000000000074,2705.1743896145435,247.41549660233915,3383.0898862168838,430.50000000000074,2705.1743896145435,247.41549660233915
31,3375.0702011690323,430.50000000000074,2698.7948889663567,245.77531220267466,3375.0702011690323,430.50000000000074,2698.7948889663567,245.77531220267466
32,3357.367813462875,410.99999999999983,2700.617914280683,245.74989918219163,3357.367813462875,410.99999999999983,2700.617914280683,245.74989918219163
33,3342.3834294822186,393.0000000000001,2703.3437128620044,246.0397166202141,3342.3834294822186,393.0000000000001,2703.3437128620044,246.0397166202141
34,3334.1435628983345,393.0000000000001,2697.4682283586017,243.67533453973283,3334.1435628983345,393.0000000000001,2697.4682283586017,243.67533453973283
35,3326.783747297999,393.0000000000001,2693.4682283586017,240.3155189393973,3326.783747297999,393.0000000000001,2693.4682283586017,240.3155189393973
36,3319.47743181257,393.0000000000001,2688.274476833467,238.20295497910328,3319.47743181257,393.0000000000001,2688.274476833467,238.20295497910328
37,3311.9969033339494,393.0000000000001,2683.080725308333,235.91617802561623,3311.9969033339494,393.0000000000001,2683.080725308333,235.91617802561623
38,3304.829824719754,393.0000000000001,2678.348241347665,233.48158337208898,3304.829824719754,393.0000000000001,2678.348241347665,233.48158337208898
39,3297.582546445558,393.0000000000001,2672.4903769713956,232.09216947416226,3297.582546445558,393.0000000000001,2672.4903769713956,232.09216947416226
40,3290.583672518849,390.0000000000006,2670.655902031992,229.9277704868569,3290.583672518849,390.0000000000006,2670.655902031992,229.9277704868569
41,3283.6584395973487,390.0000000000006,2666.072309896991,227.58612970035705,3283.6584395973487,390.0000000000006,2666.072309896991,227.58612970035705
42,3276.6731717468065,386.9999999999997,2664.2378349575874,225.43533678921955,3276.6731717468065,386.9999999999997,2664.2378349575874,225.43533678921955
43,3269.6879038962657,384.0000000000002,2662.403360018184,223.28454387808208,3269.6879038962657,384.0000000000002,2662.403360018184,223.28454387808208
44,3262.762670974765,384.0000000000002,2657.819767883183,220.94290309158222,3262.762670974765,384.0000000000002,2657.819767883183,220.94290309158222
45,3255.8374380532637,384.0000000000002,2653.2361757481813,218.60126230508232,3255.8374380532637,384.0000000000002,2653.2361757481813,218.60126230508232
46,3249.673433467968,384.0000000000002,2647.91815806453,217.75527540343805,3249.673433467968,384.0000000000002,2647.91815806453,217.75527540343805
47,3237.3875837370874,379.4999999999996,2641.1990400785753,216.68854365851277,3237.3875837370874,379.4999999999996,2641.1990400785753,216.68854365851277
48,3231.4806547361086,373.5000000000006,2641.3538577456993,216.62679699040865,3231.4806547361086,373.5000000000006,2641.3538577456993,216.62679699040865
49,3225.7946264565085,373.5000000000006,2637.0157615353896,215.27886492111827,3225.7946264565085,373.5000000000006,2637.0157615353896,215.27886492111827
50,3209.509007119822,355.4999999999995,2638.7802796320957,215.2287274877267,3209.509007119822,355.4999999999995,2638.7802796320957,215.2287274877267
51,3202.9707973506825,355.4999999999995,2635.4293902727695,212.04140707791333,3202.9707973506825,355.4999999999995,2635.4293902727695,212.04140707791333
52,3197.412805951016,355.4999999999995,2631.0912940624603,210.82151188855582,3197.412805951016,355.4999999999995,2631.0912940624603,210.82151188855582
53,3186.8395496003022,343.50000000000017,2632.3767201602695,210.9628294400328,3186.8395496003022,343.50000000000017,2632.3767201602695,210.9628294400328
54,3182.000046821196,343.50000000000017,2628.53348533395,209.96656148724597,3182.000046821196,343.50000000000017,2628.53348533395,209.96656148724597
55,3177.65700646857,343.50000000000017,2626.6990103945463,207.45799607402398,3177.65700646857,343.50000000000017,2626.6990103945463,207.45799607402398
56,3172.8361376053344,343.50000000000017,2624.8645354551427,204.47160215019184,3172.8361376053344,343.50000000000017,2624.8645354551427,204.47160215019184
57,3168.850869754793,343.50000000000017,2623.030060515739,202.32080923905434,3168.850869754793,343.50000000000017,2623.030060515739,202.32080923905434
58,3164.8521485879733,343.50000000000017,2621.0800293047405,200.2721192832326,3164.8521485879733,343.50000000000017,2621.0800293047405,200.2721192832326
59,3160.866880737432,343.50000000000017,2619.245554365337,198.1213263720951,3160.866880737432,343.50000000000017,2619.245554365337,198.1213263720951
60,3156.8816128868907,343.50000000000017,2617.411079425933,195.9705334609576,3156.8816128868907,343.50000000000017,2617.411079425933,195.9705334609576
61,3152.8963450363494,343.50000000000017,2615.5766044865295,193.8197405498201,3152.8963450363494,343.50000000000017,2615.5766044865295,193.8197405498201
62,3148.9110771858086,343.50000000000017,2613.742129547126,191.6689476386826,3148.9110771858086,343.50000000000017,2613.742129547126,191.6689476386826
63,3144.925809335268,343.50000000000017,2611.9076546077226,189.5181547275451,3144.925809335268,343.50000000000017,2611.9076546077226,189.5181547275451
64,3140.9405414847265,343.50000000000017,2610.073179668319,187.3673618164076,3140.9405414847265,343.50000000000017,2610.073179668319,187.3673618164076
