Iteration,Best_Obj,Best_Cov_Pen,Best_Dist,Best_Man_Pen,Current_Obj,Current_Cov_Pen,Current_Dist,Current_Man_Pen
0,3704.5,523.5000000000002,2864.0,317.0,3704.5,523.5000000000002,2864.0,317.0
1,3704.5,523.5000000000002,2864.0,317.0,3834.2000000000007,513.0000000000007,3004.0,317.2
2,3704.5,523.5000000000002,2864.0,317.0,3822.1006846178684,508.49999999999994,2998.8062484748657,314.79443614300254
3,3704.5,523.5000000000002,2864.0,317.0,3808.0148981802417,498.0000000000004,2997.634675599612,312.38022258062944
4,3704.5,523.5000000000002,2864.0,317.0,3796.1396617356913,485.9999999999996,2997.8341780840956,312.30548365159643
5,3704.5,523.5000000000002,2864.0,317.0,3830.22767469831,478.4999999999995,3038.809139774297,312.91853492401344
6,3704.5,523.5000000000002,2864.0,317.0,3820.292562141942,467.9999999999999,3039.538549170696,312.7540129712462
7,3704.5,523.5000000000002,2864.0,317.0,3815.0184842125486,461.9999999999995,3040.334119820363,312.6843643921862
8,3704.5,523.5000000000002,2864.0,317.0,3806.5332163620083,457.5000000000003,3038.4996448809593,310.5335714810487
9,3704.5,523.5000000000002,2864.0,317.0,3797.0343424352986,452.9999999999996,3036.6651699415556,307.36917249374335
10,3704.5,523.5000000000002,2864.0,317.0,3786.8672253099558,448.50000000000045,3033.314280582229,305.05294472772647
11,3704.5,523.5000000000002,2864.0,317.0,3779.8683513832466,445.4999999999995,3031.479805642826,302.88854574042114
12,3704.5,523.5000000000002,2864.0,317.0,3775.71014461944,441.0000000000003,3031.704609720921,303.0055348985188
13,3704.5,523.5000000000002,2864.0,317.0,3865.1350853132712,428.99999999999955,3132.282937406362,303.8521479069097
14,3704.5,523.5000000000002,2864.0,317.0,3856.6458500871045,424.50000000000034,3130.425073030093,301.7207770570112
15,3704.5,523.5000000000002,2864.0,317.0,3856.6458500871045,424.50000000000034,3130.425073030093,301.7207770570112
16,3704.5,523.5000000000002,2864.0,317.0,3847.1358151072095,424.50000000000034,3123.293035294206,299.34277981300295
17,3704.5,523.5000000000002,2864.0,317.0,3823.1358151072095,424.50000000000034,3103.293035294206,295.34277981300295
18,3704.5,523.5000000000002,2864.0,317.0,3816.692164293313,427.4999999999998,3096.2635980426835,292.92856625062984
19,3704.5,523.5000000000002,2864.0,317.0,3806.292164293313,427.4999999999998,3088.2635980426835,290.5285662506298
20,3704.5,523.5000000000002,2864.0,317.0,3796.7821293134184,427.4999999999998,3081.131560306797,288.15056900662154
21,3704.5,523.5000000000002,2864.0,317.0,3787.338478499523,427.4999999999998,3074.102123055274,285.73635544424843
22,3704.5,523.5000000000002,2864.0,317.0,3778.3187934516714,427.4999999999998,3067.7226224070873,283.0961710445839
23,3704.5,523.5000000000002,2864.0,317.0,3769.171071523887,427.4999999999998,3061.3431217589005,280.3279497649866
24,3704.5,523.5000000000002,2864.0,317.0,3759.7274207099913,427.4999999999998,3054.3136845073777,277.9137362026135
25,3704.5,523.5000000000002,2864.0,317.0,3750.70773566214,427.4999999999998,3047.934183859191,275.273551802949
26,3704.5,523.5000000000002,2864.0,317.0,3741.6880506142884,427.4999999999998,3041.5546832110044,272.6333674032845
27,3704.5,523.5000000000002,2864.0,317.0,3732.9001442868407,427.4999999999998,3035.175182562818,270.2249617240227
28,3704.5,523.5000000000002,2864.0,317.0,3737.2608145482786,445.4999999999995,3021.590681429727,270.17013311855214
29,3704.5,523.5000000000002,2864.0,317.0,3733.0901393932613,448.50000000000045,3014.5280179417873,270.06212145147356
30,3704.5,523.5000000000002,2864.0,317.0,3724.3022330658123,448.50000000000045,3008.1485172936004,267.6537157722116
31,3704.5,523.5000000000002,2864.0,317.0,3715.5143267383637,448.50000000000045,3001.7690166454136,265.2453100929498
32,3704.5,523.5000000000002,2864.0,317.0,3704.5900313573934,448.50000000000045,2990.8619501270136,265.22808123037913
33,3694.0647998545883,448.50000000000045,2980.4490344635883,265.11576539099934,3694.0647998545883,448.50000000000045,2980.4490344635883,265.11576539099934
34,3682.2499841566473,448.50000000000045,2968.6857034297095,265.0642807269372,3682.2499841566473,448.50000000000045,2968.6857034297095,265.0642807269372
35,3673.462077829199,448.50000000000045,2962.306202781523,262.6558750476754,3673.462077829199,448.50000000000045,2962.306202781523,262.6558750476754
36,3664.6741715017506,448.50000000000045,2955.9267021333367,260.2474693684135,3664.6741715017506,448.50000000000045,2955.9267021333367,260.2474693684135
37,3656.402093563109,448.50000000000045,2950.0688377570677,257.83325580604037,3656.402093563109,448.50000000000045,2950.0688377570677,257.83325580604037
38,3648.3824085152573,448.50000000000045,2943.689337108881,256.1930714063759,3648.3824085152573,448.50000000000045,2943.689337108881,256.1930714063759
39,3638.8174373578013,448.50000000000045,2937.8314727326115,252.48596462518933,3638.8174373578013,448.50000000000045,2937.8314727326115,252.48596462518933
40,3630.406359157391,448.50000000000045,2929.4776915286884,252.4286676287022,3630.406359157391,448.50000000000045,2929.4776915286884,252.4286676287022
41,3562.958794928339,457.5000000000003,2853.4513802936954,252.0074146346433,3562.958794928339,457.5000000000003,2853.4513802936954,252.0074146346433
42,3508.137680366539,457.5000000000003,2799.4513802936954,251.1863000728433,3508.137680366539,457.5000000000003,2799.4513802936954,251.1863000728433
43,3503.194029552642,461.9999999999995,2792.421943042172,248.7720865104702,3503.194029552642,461.9999999999995,2792.421943042172,248.7720865104702
44,3495.1496182600345,461.9999999999995,2786.912273956609,246.23734430342577,3495.1496182600345,461.9999999999995,2786.912273956609,246.23734430342577
45,3487.550302877903,461.9999999999995,2781.7185224314753,243.8317804464283,3487.550302877903,461.9999999999995,2781.7185224314753,243.8317804464283
46,3479.6924385016337,461.9999999999995,2775.860658055206,241.8317804464283,3479.6924385016337,461.9999999999995,2775.860658055206,241.8317804464283
47,3473.5714603043175,461.9999999999995,2770.5426403715546,241.02881993276327,3473.5714603043175,461.9999999999995,2770.5426403715546,241.02881993276327
48,3459.514988277255,456.00000000000057,2763.8235223856,239.6914658916544,3459.514988277255,456.00000000000057,2763.8235223856,239.6914658916544
49,3370.056139087363,456.00000000000057,2674.380803285608,239.6753358017543,3370.056139087363,456.00000000000057,2674.380803285608,239.6753358017543
50,3362.4268586055523,456.00000000000057,2668.5053187822054,237.92153982334628,3362.4268586055523,456.00000000000057,2668.5053187822054,237.92153982334628
51,3354.1547806669105,456.00000000000057,2662.647454405937,235.50732626097317,3354.1547806669105,456.00000000000057,2662.647454405937,235.50732626097317
52,3354.1547806669105,456.00000000000057,2662.647454405937,235.50732626097317,3363.882702728268,474.0000000000003,2656.7895900296676,233.09311269860012
53,3354.1547806669105,456.00000000000057,2662.647454405937,235.50732626097317,3356.1047166455824,474.0000000000003,2650.931725653399,231.172990992183
54,3343.7862700728924,469.4999999999996,2645.7379741282643,228.5482959446286,3343.7862700728924,469.4999999999996,2645.7379741282643,228.5482959446286
55,3342.3948831703615,474.0000000000003,2640.8742229343984,227.52066023596268,3342.3948831703615,474.0000000000003,2640.8742229343984,227.52066023596268
56,3336.708854890762,474.0000000000003,2636.536126724089,226.17272816667227,3336.708854890762,474.0000000000003,2636.536126724089,226.17272816667227
57,3329.3659572324746,474.0000000000003,2631.3423751989544,224.0235820335199,3329.3659572324746,474.0000000000003,2631.3423751989544,224.0235820335199
58,3322.198878618279,474.0000000000003,2626.6098912382863,221.58898737999263,3322.198878618279,474.0000000000003,2626.6098912382863,221.58898737999263
59,3315.2736456967787,474.0000000000003,2622.0262991032855,219.24734659349275,3315.2736456967787,474.0000000000003,2622.0262991032855,219.24734659349275
60,3308.9829805123222,474.0000000000003,2617.442706968284,217.540273544038,3308.9829805123222,474.0000000000003,2617.442706968284,217.540273544038
61,3302.0577475908217,474.0000000000003,2612.859114833283,215.19863275753815,3302.0577475908217,474.0000000000003,2612.859114833283,215.19863275753815
62,3296.499756191154,474.0000000000003,2608.521018622973,213.9787375681806,3296.499756191154,474.0000000000003,2608.521018622973,213.9787375681806
63,3289.139940590819,474.0000000000003,2604.5210186229738,210.6189219678451,3289.139940590819,474.0000000000003,2604.5210186229738,210.6189219678451
64,3282.6017308216797,474.0000000000003,2601.1701292636476,207.43160155803173,3282.6017308216797,474.0000000000003,2601.1701292636476,207.43160155803173
65,3279.6017308216797,474.0000000000003,2599.1701292636476,206.43160155803173,3279.6017308216797,474.0000000000003,2599.1701292636476,206.43160155803173
66,3274.780861958444,474.0000000000003,2597.335654324244,203.4452076341996,3274.780861958444,474.0000000000003,2597.335654324244,203.4452076341996
67,3271.1078193806393,474.0000000000003,2596.1640814489897,200.94373793164905,3271.1078193806393,474.0000000000003,2596.1640814489897,200.94373793164905
68,3267.522032943012,474.0000000000003,2594.992508573736,198.52952436927595,3267.522032943012,474.0000000000003,2594.992508573736,198.52952436927595
69,3263.936246505386,474.0000000000003,2593.8209356984826,196.11531080690284,3263.936246505386,474.0000000000003,2593.8209356984826,196.11531080690284
70,3260.057566848945,474.0000000000003,2592.6493628232283,193.4082040257163,3260.057566848945,474.0000000000003,2592.6493628232283,193.4082040257163
71,3256.471780411319,474.0000000000003,2591.477789947975,190.99399046334318,3256.471780411319,474.0000000000003,2591.477789947975,190.99399046334318
72,3252.8859939736913,474.0000000000003,2590.3062170727208,188.57977690097007,3252.8859939736913,474.0000000000003,2590.3062170727208,188.57977690097007
73,3249.300207536065,474.0000000000003,2589.1346441974674,186.16556333859697,3249.300207536065,474.0000000000003,2589.1346441974674,186.16556333859697
74,3245.7144210984375,474.0000000000003,2587.963071322213,183.75134977622386,3245.7144210984375,474.0000000000003,2587.963071322213,183.75134977622386
