Iteration,Best_Obj,Best_Cov_Pen,Best_Dist,Best_Man_Pen,Current_Obj,Current_Cov_Pen,Current_Dist,Current_Man_Pen
0,6322.0,0.0,6044.0,278.0,6322.0,0.0,6044.0,278.0
1,6322.0,0.0,6044.0,278.0,6322.0,0.0,6044.0,278.0
2,6303.804878048781,0.0,6028.0,275.80487804878044,6303.804878048781,0.0,6028.0,275.80487804878044
3,6283.2548241146815,0.0,6009.863424398923,273.391399715759,6283.2548241146815,0.0,6009.863424398923,273.391399715759
4,6262.2548241146815,0.0,5989.863424398923,272.391399715759,6262.2548241146815,0.0,5989.863424398923,272.391399715759
5,6243.797358358859,0.0,5973.772421199123,270.02493715973617,6243.797358358859,0.0,5973.772421199123,270.02493715973617
6,6222.754887996972,0.0,5954.973457461598,267.78143053537417,6222.754887996972,0.0,5954.973457461598,267.78143053537417
7,6203.471614795522,0.0,5937.937216059864,265.5343987356578,6203.471614795522,0.0,5937.937216059864,265.5343987356578
8,6184.695267828028,0.0,5921.554520153233,263.1407476747944,6184.695267828028,0.0,5921.554520153233,263.1407476747944
9,6166.809359855351,0.0,5906.051433615867,260.75792623948496,6166.809359855351,0.0,5906.051433615867,260.75792623948496
10,6148.6246742317035,0.0,5890.241479835325,258.3831943963791,6148.6246742317035,0.0,5890.241479835325,258.3831943963791
11,6131.0043929952,0.0,5874.962839385321,256.0415536098792,6131.0043929952,0.0,5874.962839385321,256.0415536098792
12,6114.209240733976,0.0,5860.571827014851,253.63741371912488,6114.209240733976,0.0,5860.571827014851,253.63741371912488
13,6097.286452238886,0.0,5846.0179928614825,251.26845937740373,6097.286452238886,0.0,5846.0179928614825,251.26845937740373
14,6080.935896443904,0.0,5832.076765593336,248.85913085056845,6080.935896443904,0.0,5832.076765593336,248.85913085056845
15,6064.604658707981,0.0,5818.132278347975,246.47238036000542,6064.604658707981,0.0,5818.132278347975,246.47238036000542
16,6048.512241516477,0.0,5804.381501942971,244.13073957350554,6048.512241516477,0.0,5804.381501942971,244.13073957350554
17,6033.2107263263115,0.0,5791.494200315179,241.71652601113243,6033.2107263263115,0.0,5791.494200315179,241.71652601113243
18,6017.909211136146,0.0,5778.606898687387,239.30231244875932,6017.909211136146,0.0,5778.606898687387,239.30231244875932
19,6002.6076959459815,0.0,5765.719597059595,236.88809888638622,6002.6076959459815,0.0,5765.719597059595,236.88809888638622
20,5987.306180755817,0.0,5752.832295431804,234.4738853240131,5987.306180755817,0.0,5752.832295431804,234.4738853240131
21,5972.0046655656515,0.0,5739.944993804012,232.05967176164,5972.0046655656515,0.0,5739.944993804012,232.05967176164
22,5957.059653639894,0.0,5727.0576921762195,230.00196146367472,5957.059653639894,0.0,5727.0576921762195,230.00196146367472
23,5942.195302320716,0.0,5714.170390548427,228.0249117722886,5942.195302320716,0.0,5714.170390548427,228.0249117722886
24,5926.893787130551,0.0,5701.283088920635,225.61069820991548,5926.893787130551,0.0,5701.283088920635,225.61069820991548
25,5912.911932848194,0.0,5689.708429727739,223.2035031204549,5912.911932848194,0.0,5689.708429727739,223.2035031204549
26,5899.863286958183,0.0,5677.456210139721,222.40707681846186,5899.863286958183,0.0,5677.456210139721,222.40707681846186
27,5885.5025177330945,0.0,5664.6872663958975,220.8152513371968,5885.5025177330945,0.0,5664.6872663958975,220.8152513371968
28,5871.5206634507385,0.0,5653.112607203002,218.40805624773623,5871.5206634507385,0.0,5653.112607203002,218.40805624773623
29,5857.408508249498,0.0,5640.22530557521,217.183202674288,5857.408508249498,0.0,5640.22530557521,217.183202674288
30,5843.42665396714,0.0,5628.6506463823125,214.7760075848274,5843.42665396714,0.0,5628.6506463823125,214.7760075848274
